description,Tier,id,num,itemid,itemnames,minhowmany,maxhowmany,rate,isshow,Ispercent,,,,,,,
마계-마몬의 금고 보스,지옥던전,3027,2439,1002,경험치,54200,54200,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3027,2440,15,결정,102,212,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3027,2441,1700,장비파편,120,200,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3027,2442,1005,비법서,1,3,200000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3027,2443,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3027,2444,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3027,2445,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3027,2446,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3027,2447,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3028,2448,1000,골드,2700000,2800000,1000000,TRUE,FALSE,,,,,,,
던전-칸의 비밀 연구소,지옥던전,3028,2449,1002,경험치,56320,56320,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3028,2450,15,결정,104,216,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3028,2451,1700,장비파편,128,220,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3028,2452,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3028,2453,50002,장비 무기 강화석,1,1,20000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3028,2454,50003,장비 방어구 강화석,1,1,20000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3028,2455,50004,장비 악세서리 강화석,1,1,20000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3029,2456,1000,골드,2900000,3000000,1000000,TRUE,FALSE,,,,,,,
던전-칸의 비밀 연구소 보스,지옥던전,3029,2457,1002,경험치,57380,57380,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3029,2458,15,결정,105,218,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3029,2459,1700,장비파편,136,240,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3029,2460,1005,비법서,1,3,200000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3029,2461,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3029,2462,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3029,2463,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3029,2464,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3029,2465,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3030,2466,1000,골드,3300000,3400000,1000000,TRUE,FALSE,,,,,,,
던전-멸망한 해저 도시,지옥던전,3030,2467,1002,경험치,59500,59500,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3030,2468,15,결정,107,222,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3030,2469,1700,장비파편,144,260,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3030,2470,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3030,2471,50002,장비 무기 강화석,1,1,20000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3030,2472,50003,장비 방어구 강화석,1,1,20000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3030,2473,50004,장비 악세서리 강화석,1,1,20000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3031,2474,1000,골드,3500000,3600000,1000000,TRUE,FALSE,,,,,,,
던전-멸망한 해저 도시 보스,지옥던전,3031,2475,1002,경험치,60560,60560,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3031,2476,15,결정,108,224,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3031,2477,1700,장비파편,152,280,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3031,2478,1005,비법서,1,3,200000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3031,2479,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3031,2480,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3031,2481,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3031,2482,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3031,2483,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3032,2484,1000,골드,3900000,4000000,1000000,TRUE,FALSE,,,,,,,
던전-진'진하감옥,지옥던전,3032,2485,1002,경험치,62680,62680,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3032,2486,15,결정,110,228,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3032,2487,1700,장비파편,160,300,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3032,2488,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3032,2489,50002,장비 무기 강화석,1,1,20000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3032,2490,50003,장비 방어구 강화석,1,1,20000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3032,2491,50004,장비 악세서리 강화석,1,1,20000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3033,2492,1000,골드,4100000,4200000,1000000,TRUE,FALSE,,,,,,,
던전-진'진하감옥,지옥던전,3033,2493,1002,경험치,63740,63740,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3033,2494,15,결정,111,230,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3033,2495,1700,장비파편,168,320,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3033,2496,1005,비법서,1,3,200000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3033,2497,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3033,2498,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3033,2499,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3033,2500,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3033,2501,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3034,2502,1000,골드,4500000,4600000,1000000,TRUE,FALSE,,,,,,,
던전-진'화산,지옥던전,3034,2503,1002,경험치,65860,65860,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3034,2504,15,결정,113,234,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3034,2505,1700,장비파편,176,340,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3034,2506,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3034,2507,50002,장비 무기 강화석,1,1,20000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3034,2508,50003,장비 방어구 강화석,1,1,20000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3034,2509,50004,장비 악세서리 강화석,1,1,20000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3035,2510,1000,골드,4700000,4800000,1000000,TRUE,FALSE,,,,,,,
던전-진'화산,지옥던전,3035,2511,1002,경험치,66920,66920,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3035,2512,15,결정,114,236,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3035,2513,1700,장비파편,184,360,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3035,2514,1005,비법서,1,3,200000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3035,2515,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3035,2516,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3035,2517,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3035,2518,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3035,2519,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3036,2520,1000,골드,5100000,5200000,1000000,TRUE,FALSE,,,,,,,
던전-진'마계중심부,지옥던전,3036,2521,1002,경험치,69040,69040,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3036,2522,15,결정,116,240,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3036,2523,1700,장비파편,192,380,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3036,2524,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3036,2525,50002,장비 무기 강화석,1,1,20000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3036,2526,50003,장비 방어구 강화석,1,1,20000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3036,2527,50004,장비 악세서리 강화석,1,1,20000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3037,2528,1000,골드,5300000,5400000,1000000,TRUE,FALSE,,,,,,,
던전-진'마계중심부,지옥던전,3037,2529,1002,경험치,70100,70100,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3037,2530,15,결정,117,242,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3037,2531,1700,장비파편,200,400,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3037,2532,1005,비법서,1,3,200000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3037,2533,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3037,2534,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3037,2535,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3037,2536,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3037,2537,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3038,2538,1000,골드,5700000,5800000,1000000,TRUE,FALSE,,,,,,,
던전-진'샤이아,지옥던전,3038,2539,1002,경험치,72220,72220,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3038,2540,15,결정,119,246,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3038,2541,1700,장비파편,208,420,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3038,2542,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3038,2543,50002,장비 무기 강화석,1,1,20000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3038,2544,50003,장비 방어구 강화석,1,1,20000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3038,2545,50004,장비 악세서리 강화석,1,1,20000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3039,2546,1000,골드,5900000,6000000,1000000,TRUE,FALSE,,,,,,,
던전-진'샤이아,지옥던전,3039,2547,1002,경험치,73280,73280,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3039,2548,15,결정,120,248,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3039,2549,1700,장비파편,216,440,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3039,2550,1005,비법서,1,3,200000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3039,2551,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3039,2552,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3039,2553,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3039,2554,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3039,2555,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3040,2556,1000,골드,6300000,6400000,1000000,TRUE,FALSE,,,,,,,
던전-진'죽은용의 동굴,지옥던전,3040,2557,1002,경험치,75400,75400,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3040,2558,15,결정,122,252,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3040,2559,1700,장비파편,224,460,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3040,2560,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3040,2561,50002,장비 무기 강화석,1,1,20000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3040,2562,50003,장비 방어구 강화석,1,1,20000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3040,2563,50004,장비 악세서리 강화석,1,1,20000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3041,2564,1000,골드,6500000,6600000,1000000,TRUE,FALSE,,,,,,,
진'죽은용의 동굴,지옥던전,3041,2565,1002,경험치,76460,76460,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3041,2566,15,결정,123,254,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3041,2567,1700,장비파편,232,480,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3041,2568,1005,비법서,1,3,200000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3041,2569,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3041,2570,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3041,2571,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3041,2572,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3041,2573,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3042,2574,1000,골드,6900000,7000000,1000000,TRUE,FALSE,,,,,,,
진'투통가,지옥던전,3042,2575,1002,경험치,78580,78580,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3042,2576,15,결정,125,258,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3042,2577,1700,장비파편,240,500,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3042,2578,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3042,2579,50002,장비 무기 강화석,1,1,20000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3042,2580,50003,장비 방어구 강화석,1,1,20000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3042,2581,50004,장비 악세서리 강화석,1,1,20000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3043,2582,1000,골드,7100000,7200000,1000000,TRUE,FALSE,,,,,,,
진'투통가,지옥던전,3043,2583,1002,경험치,79640,79640,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3043,2584,15,결정,126,260,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3043,2585,1700,장비파편,248,520,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3043,2586,1005,비법서,1,5,200000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3043,2587,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3043,2588,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3043,2589,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3043,2590,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3043,2591,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,파티레이드 1단계,3044,2592,1001,크리스탈,300,300,1000000,TRUE,FALSE,,,,,,,
,파티레이드 1단계,3044,2593,31,신 장비 제작석,1,3,1000000,TRUE,FALSE,,,,,,,
,파티레이드 1단계,3044,2594,572,파티 레이드 토벌 상자,1,1,1000000,TRUE,FALSE,,,,,,,
,파티레이드 1단계,3044,2595,568,시즌2 무기 상자,1,1,10000,TRUE,FALSE,,,,,,,
,파티레이드 1단계,3044,2596,569,시즌2 보조무기 상자,1,1,10000,TRUE,FALSE,,,,,,,
,파티레이드 1단계,3044,2597,570,시즌2 방어구 상자,1,1,10000,TRUE,FALSE,,,,,,,
,파티레이드 1단계,3044,2598,571,시즌2 장신구 상자,1,1,10000,TRUE,FALSE,,,,,,,
,파티레이드 2단계,3045,2599,1001,크리스탈,300,300,1000000,TRUE,FALSE,,,,,,,
,파티레이드 2단계,3045,2600,31,신 장비 제작석,2,4,1000000,TRUE,FALSE,,,,,,,
,파티레이드 2단계,3045,2601,572,파티 레이드 토벌 상자,1,1,1000000,TRUE,FALSE,,,,,,,
,파티레이드 2단계,3045,2602,568,시즌2 무기 상자,1,1,20000,TRUE,FALSE,,,,,,,
,파티레이드 2단계,3045,2603,569,시즌2 보조무기 상자,1,1,20000,TRUE,FALSE,,,,,,,
,파티레이드 2단계,3045,2604,570,시즌2 방어구 상자,1,1,20000,TRUE,FALSE,,,,,,,
,파티레이드 2단계,3045,2605,571,시즌2 장신구 상자,1,1,20000,TRUE,FALSE,,,,,,,
,파티레이드 3단계,3046,2606,1001,크리스탈,300,300,1000000,TRUE,FALSE,,,,,,,
,파티레이드 3단계,3046,2607,31,신 장비 제작석,3,5,1000000,TRUE,FALSE,,,,,,,
,파티레이드 3단계,3046,2608,572,파티 레이드 토벌 상자,1,1,1000000,TRUE,FALSE,,,,,,,
,,3046,2609,588,탈리스만 선택 상자,1,1,50000,TRUE,FALSE,,,,,,,
,,3046,2610,589,탈리스만 무작위 상자,1,1,250000,TRUE,FALSE,,,,,,,
,파티레이드 3단계,3046,2611,568,시즌2 무기 상자,1,1,34000,TRUE,FALSE,,,,,,,
,파티레이드 3단계,3046,2612,569,시즌2 보조무기 상자,1,1,34000,TRUE,FALSE,,,,,,,
,파티레이드 3단계,3046,2613,570,시즌2 방어구 상자,1,1,34000,TRUE,FALSE,,,,,,,
,파티레이드 3단계,3046,2614,571,시즌2 장신구 상자,1,1,34000,TRUE,FALSE,,,,,,,
,파티레이드 4단계,3047,2615,1001,크리스탈,400,400,1000000,TRUE,FALSE,,,,,,,
,파티레이드 4단계,3047,2616,31,신 장비 제작석,4,6,1000000,TRUE,FALSE,,,,,,,
,파티레이드 4단계,3047,2617,572,파티 레이드 토벌 상자,2,2,1000000,TRUE,FALSE,,,,,,,
,,3047,2618,588,탈리스만 선택 상자,1,1,70000,TRUE,FALSE,,,,,,,
,,3047,2619,589,탈리스만 무작위 상자,1,1,280000,TRUE,FALSE,,,,,,,
,파티레이드 4단계,3047,2620,28,신전의 보옥,1,1,5000,TRUE,FALSE,,,,,,,
,파티레이드 4단계,3047,2621,568,시즌2 무기 상자,1,1,60000,TRUE,FALSE,,,,,,,
,파티레이드 4단계,3047,2622,569,시즌2 보조무기 상자,1,1,60000,TRUE,FALSE,,,,,,,
,파티레이드 4단계,3047,2623,570,시즌2 방어구 상자,1,1,60000,TRUE,FALSE,,,,,,,
,파티레이드 4단계,3047,2624,571,시즌2 장신구 상자,1,1,60000,TRUE,FALSE,,,,,,,
,파티레이드 5단계,3048,2625,1001,크리스탈,800,800,1000000,TRUE,FALSE,,,,,,,
,파티레이드 5단계,3048,2626,31,신 장비 제작석,5,7,1000000,TRUE,FALSE,,,,,,,
,파티레이드 5단계,3048,2627,572,파티 레이드 토벌 상자,3,3,1000000,TRUE,FALSE,,,,,,,
,,3048,2628,588,탈리스만 선택 상자,1,1,100000,TRUE,FALSE,,,,,,,
,,3048,2629,589,탈리스만 무작위 상자,1,1,320000,TRUE,FALSE,,,,,,,
,파티레이드 5단계,3048,2630,28,신전의 보옥,1,1,16000,TRUE,FALSE,,,,,,,
,파티레이드 5단계,3048,2631,29,정제된 신의 힘,1,1,2000,TRUE,FALSE,,,,,,,
,파티레이드 5단계,3048,2632,568,시즌2 무기 상자,1,1,100000,TRUE,FALSE,,,,,,,
,파티레이드 5단계,3048,2633,569,시즌2 보조무기 상자,1,1,100000,TRUE,FALSE,,,,,,,
,파티레이드 5단계,3048,2634,570,시즌2 방어구 상자,1,1,100000,TRUE,FALSE,,,,,,,
,파티레이드 5단계,3048,2635,571,시즌2 장신구 상자,1,1,100000,TRUE,FALSE,,,,,,,
,파티레이드 6단계,3049,2636,1001,크리스탈,1000,1000,1000000,TRUE,FALSE,,,,,,,
,파티레이드 6단계,3049,2637,31,신 장비 제작석,8,10,1000000,TRUE,FALSE,,,,,,,
,파티레이드 6단계,3049,2638,572,파티 레이드 토벌 상자,4,4,1000000,TRUE,FALSE,,,,,,,
,,3049,2639,588,탈리스만 선택 상자,1,1,250000,TRUE,FALSE,,,,,,,
,,3049,2640,589,탈리스만 무작위 상자,1,1,600000,TRUE,FALSE,,,,,,,
,,3049,2641,590,빛나는 탈리스만 선택 상자,1,1,15000,TRUE,FALSE,,,,,,,
,,3049,2642,591,빛나는 탈리스만 무작위 상자,1,1,30000,TRUE,FALSE,,,,,,,
,파티레이드 6단계,3049,2643,28,신전의 보옥,1,1,20000,TRUE,FALSE,,,,,,,
,파티레이드 6단계,3049,2644,29,정제된 신의 힘,1,1,3500,TRUE,FALSE,,,,,,,
,파티레이드 6단계,3049,2645,568,시즌2 무기 상자,1,1,130000,TRUE,FALSE,,,,,,,
,파티레이드 6단계,3049,2646,569,시즌2 보조무기 상자,1,1,130000,TRUE,FALSE,,,,,,,
,파티레이드 6단계,3049,2647,570,시즌2 방어구 상자,1,1,130000,TRUE,FALSE,,,,,,,
,파티레이드 6단계,3049,2648,571,시즌2 장신구 상자,1,1,130000,TRUE,FALSE,,,,,,,
,파티레이드 7단계,3050,2649,1001,크리스탈,1000,1000,1000000,TRUE,FALSE,,,,,,,
,파티레이드 7단계,3050,2650,31,신 장비 제작석,8,10,1000000,TRUE,FALSE,,,,,,,
,파티레이드 7단계,3050,2651,572,파티 레이드 토벌 상자,4,4,1000000,TRUE,FALSE,,,,,,,
,,3050,2652,588,탈리스만 선택 상자,1,1,300000,TRUE,FALSE,,,,,,,
,,3050,2653,589,탈리스만 무작위 상자,1,1,800000,TRUE,FALSE,,,,,,,
,,3050,2654,590,빛나는 탈리스만 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,,3050,2655,591,빛나는 탈리스만 무작위 상자,1,1,50000,TRUE,FALSE,,,,,,,
,파티레이드 7단계,3050,2656,28,신전의 보옥,1,1,50000,TRUE,FALSE,,,,,,,
,파티레이드 7단계,3050,2657,29,정제된 신의 힘,1,1,8000,TRUE,FALSE,,,,,,,
,파티레이드 7단계,3050,2658,568,시즌2 무기 상자,1,1,200000,TRUE,FALSE,,,,,,,
,파티레이드 7단계,3050,2659,569,시즌2 보조무기 상자,1,1,200000,TRUE,FALSE,,,,,,,
,파티레이드 7단계,3050,2660,570,시즌2 방어구 상자,1,1,200000,TRUE,FALSE,,,,,,,
,파티레이드 7단계,3050,2661,571,시즌2 장신구 상자,1,1,200000,TRUE,FALSE,,,,,,,
,1단계,80100,2662,50002,장비 무기 강화석,3,6,1000000,TRUE,FALSE,,,,,,,
멸망한 고대 도시,,80100,2663,50003,장비 방어구 강화석,3,6,1000000,TRUE,FALSE,,,,,,,
,,80100,2664,50004,장비 악세서리 강화석,3,6,1000000,TRUE,FALSE,,,,,,,
,,80100,2665,1750,마법사의 묘 입장권,1,2,30000,FALSE,FALSE,,,,,,,
,,80100,2666,1010,비법서 조각,1400,1800,1000000,TRUE,FALSE,,,,,,,
,,80100,2667,1005,전설,2,6,1000000,TRUE,FALSE,,,,,,,
,,80100,2668,1006,신화,2,4,300000,TRUE,FALSE,,,,,,,
,,80100,2669,17,1억골드,20,20,1000000,TRUE,FALSE,,,,,,,
,2단계,80101,2670,50002,장비 무기 강화석,4,8,1000000,TRUE,FALSE,,,,,,,
,,80101,2671,50003,장비 방어구 강화석,4,8,1000000,TRUE,FALSE,,,,,,,
,,80101,2672,50004,장비 악세서리 강화석,4,8,1000000,TRUE,FALSE,,,,,,,
,,80101,2673,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,,80101,2674,1010,비법서 조각,2000,2400,1000000,TRUE,FALSE,,,,,,,
,,80101,2675,1005,전설,4,8,1000000,TRUE,FALSE,,,,,,,
,,80101,2676,1006,신화,2,4,300000,TRUE,FALSE,,,,,,,
,,80101,2677,17,1억골드,30,30,1000000,TRUE,FALSE,,,,,,,
,3단계,80102,2678,50002,장비 무기 강화석,6,12,1000000,TRUE,FALSE,,,,,,,
,,80102,2679,50003,장비 방어구 강화석,6,12,1000000,TRUE,FALSE,,,,,,,
,,80102,2680,50004,장비 악세서리 강화석,6,12,1000000,TRUE,FALSE,,,,,,,
,,80102,2681,1750,마법사의 묘 입장권,1,2,30000,FALSE,FALSE,,,,,,,
,,80102,2682,1010,비법서 조각,2600,3000,1000000,TRUE,FALSE,,,,,,,
,,80102,2683,1005,전설,6,10,1000000,TRUE,FALSE,,,,,,,
,,80102,2684,1006,신화,2,4,300000,TRUE,FALSE,,,,,,,
,,80102,2685,17,1억골드,40,40,1000000,TRUE,FALSE,,,,,,,
,4단계,80103,2686,50002,장비 무기 강화석,8,16,1000000,TRUE,FALSE,,,,,,,
,,80103,2687,50003,장비 방어구 강화석,8,16,1000000,TRUE,FALSE,,,,,,,
,,80103,2688,50004,장비 악세서리 강화석,8,16,1000000,TRUE,FALSE,,,,,,,
,,80103,2689,1750,마법사의 묘 입장권,1,2,30000,FALSE,FALSE,,,,,,,
,,80103,2690,1010,비법서 조각,3400,3800,1000000,TRUE,FALSE,,,,,,,
,,80103,2691,1005,전설,8,12,1000000,TRUE,FALSE,,,,,,,
,,80103,2692,1006,신화,2,6,300000,TRUE,FALSE,,,,,,,
,,80103,2693,17,1억골드,50,50,1000000,TRUE,FALSE,,,,,,,
,5단계,80104,2694,50002,장비 무기 강화석,13,20,1000000,TRUE,FALSE,,,,,,,
,,80104,2695,50003,장비 방어구 강화석,13,20,1000000,TRUE,FALSE,,,,,,,
